Fund Holdings as of,"10/Nov/2021"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"9507","SHIKOKU ELECTRIC POWER INC","Utilities","Equity","276,981.70","0.01","276,981.70","45,200.00","6.13","Japan","Tokyo Stock Exchange","JPY"
"LBRT","LIBERTY OILFIELD SERVICES INC CLAS","Energy","Equity","276,841.20","0.01","276,841.20","24,630.00","11.24","United States","New York Stock Exchange Inc.","USD"
"GUR","GURIT HOLDING AG","Materials","Equity","276,758.53","0.01","276,758.53","155.00","1,785.54","Switzerland","SIX Swiss Exchange","CHF"
"CSTL","CASTLE BIOSCIENCES INC","Health Care","Equity","276,451.20","0.01","276,451.20","5,220.00","52.96","United States","NASDAQ","USD"
"INH","INDUS HOLDING AG","Industrials","Equity","276,489.33","0.01","276,489.33","6,829.00","40.49","Germany","Xetra","EUR"
"3865","HOKUETSU CORP","Materials","Equity","276,335.54","0.01","276,335.54","43,000.00","6.43","Japan","Tokyo Stock Exchange","JPY"
"SBM","ST BARBARA LTD","Materials","Equity","276,180.33","0.01","276,180.33","234,560.00","1.18","Australia","Asx - All Markets","AUD"
"OPCE","OPC ENERGY LTD","Utilities","Equity","276,163.19","0.01","276,163.19","25,147.00","10.98","Israel","Tel Aviv Stock Exchange","ILS"
"3087","DOUTOR NICHIRES HOLDINGS LTD","Consumer Discretionary","Equity","275,935.21","0.01","275,935.21","19,200.00","14.37","Japan","Tokyo Stock Exchange","JPY"
"2296","ITOHAM YONEKYU HOLDINGS INC","Consumer Staples","Equity","275,826.35","0.01","275,826.35","46,000.00","6.00","Japan","Tokyo Stock Exchange","JPY"
"TOM2","TOMTOM NV","Consumer Discretionary","Equity","275,580.11","0.01","275,580.11","33,000.00","8.35","Netherlands","Euronext Amsterdam","EUR"
"KOF","KAUFMAN & BROAD SA","Consumer Discretionary","Equity","275,448.80","0.01","275,448.80","6,784.00","40.60","France","Nyse Euronext - Euronext Paris","EUR"
"7240","NOK CORP","Consumer Discretionary","Equity","275,274.13","0.01","275,274.13","23,700.00","11.61","Japan","Tokyo Stock Exchange","JPY"
"MGDL","MIGDAL INSURANCE AND FINANCIAL HOL","Financials","Equity","275,273.91","0.01","275,273.91","156,149.00","1.76","Israel","Tel Aviv Stock Exchange","ILS"
"ELIOR","ELIOR GROUP SA","Consumer Discretionary","Equity","275,281.69","0.01","275,281.69","37,226.00","7.39","France","Nyse Euronext - Euronext Paris","EUR"
"FGEN","FIBROGEN INC","Health Care","Equity","275,326.72","0.01","275,326.72","22,642.00","12.16","United States","NASDAQ","USD"
"ALM","ALMIRALL SA","Health Care","Equity","274,939.45","0.01","274,939.45","18,780.00","14.64","Spain","Bolsa De Madrid","EUR"
"HLIT","HARMONIC INC","Information Technology","Equity","274,691.14","0.01","274,691.14","26,186.00","10.49","United States","NASDAQ","USD"
"MEDX","MEDMIX AG","Health Care","Equity","274,494.73","0.01","274,494.73","5,915.00","46.41","Switzerland","SIX Swiss Exchange","CHF"
"PUMP","PROPETRO HOLDING CORP","Energy","Equity","274,434.60","0.01","274,434.60","29,010.00","9.46","United States","New York Stock Exchange Inc.","USD"
"4202","DAICEL CORP","Materials","Equity","274,615.69","0.01","274,615.69","38,100.00","7.21","Japan","Tokyo Stock Exchange","JPY"
"NTUS","NATUS MEDICAL INC","Health Care","Equity","274,522.50","0.01","274,522.50","10,375.00","26.46","United States","NASDAQ","USD"
"ADJ","ADO PROPERTIES","Real Estate","Equity","274,419.23","0.01","274,419.23","21,502.00","12.76","Germany","Xetra","EUR"
"NK","IMERYS SA","Materials","Equity","274,162.23","0.01","274,162.23","6,426.00","42.66","France","Nyse Euronext - Euronext Paris","EUR"
"CINE","CINEWORLD GROUP PLC","Communication","Equity","274,042.67","0.01","274,042.67","311,476.00","0.88","United Kingdom","London Stock Exchange","GBP"
"EQTL","EQUITAL LTD","Energy","Equity","273,500.85","0.01","273,500.85","7,872.00","34.74","Israel","Tel Aviv Stock Exchange","ILS"
"PFD","PREMIER FOODS PLC","Consumer Staples","Equity","273,070.69","0.01","273,070.69","185,938.00","1.47","United Kingdom","London Stock Exchange","GBP"
"7994","OKAMURA CORP","Industrials","Equity","272,815.07","0.01","272,815.07","22,600.00","12.07","Japan","Tokyo Stock Exchange","JPY"
"NP","NEENAH INC","Materials","Equity","272,694.52","0.01","272,694.52","5,099.00","53.48","United States","New York Stock Exchange Inc.","USD"
"8367","NANTO BANK LTD","Financials","Equity","271,921.34","0.01","271,921.34","15,900.00","17.10","Japan","Tokyo Stock Exchange","JPY"
"ZYME","ZYMEWORKS INC","Health Care","Equity","271,442.88","0.01","271,442.88","12,816.00","21.18","United States","New York Stock Exchange Inc.","USD"
"PAL","PALFINGER AG","Industrials","Equity","271,463.40","0.01","271,463.40","6,202.00","43.77","Austria","Wiener Boerse Ag","EUR"
"6995","TOKAI RIKA LTD","Consumer Discretionary","Equity","271,145.25","0.01","271,145.25","19,400.00","13.98","Japan","Tokyo Stock Exchange","JPY"
"RMLI","RAMI LEVI CHAIN STORES HASHIKMA MA","Consumer Staples","Equity","271,142.70","0.01","271,142.70","3,327.00","81.50","Israel","Tel Aviv Stock Exchange","ILS"
"BKL","BLACKMORES LTD","Consumer Staples","Equity","271,052.58","0.01","271,052.58","3,725.00","72.77","Australia","Asx - All Markets","AUD"
"AUB","AUBAY SA","Information Technology","Equity","271,061.87","0.01","271,061.87","4,366.00","62.08","France","Nyse Euronext - Euronext Paris","EUR"
"4368","FUSO CHEMICAL LTD","Materials","Equity","271,015.32","0.01","271,015.32","6,300.00","43.02","Japan","Tokyo Stock Exchange","JPY"
"8958","GLOBAL ONE REAL ESTATE INVESTMENT","Real Estate","Equity","269,675.61","0.01","269,675.61","259.00","1,041.22","Japan","Tokyo Stock Exchange","JPY"
"WELL","WELL HEALTH TECHNOLOGIES CORP","Health Care","Equity","269,588.38","0.01","269,588.38","50,069.00","5.38","Canada","Toronto Stock Exchange","CAD"
"4095","NIHON PARKERIZING LTD","Materials","Equity","269,122.51","0.01","269,122.51","27,200.00","9.89","Japan","Tokyo Stock Exchange","JPY"
"3101","TOYOBO LTD","Materials","Equity","269,262.98","0.01","269,262.98","23,200.00","11.61","Japan","Tokyo Stock Exchange","JPY"
"440","DAH SING FINANCIAL HOLDINGS LTD","Financials","Equity","269,195.16","0.01","269,195.16","83,200.00","3.24","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"9997","BELLUNA LTD","Consumer Discretionary","Equity","269,316.54","0.01","269,316.54","40,100.00","6.72","Japan","Tokyo Stock Exchange","JPY"
"6472","NTN CORP","Industrials","Equity","268,641.41","0.01","268,641.41","134,800.00","1.99","Japan","Tokyo Stock Exchange","JPY"
"9882","YELLOW HAT LTD","Consumer Discretionary","Equity","268,785.39","0.01","268,785.39","17,800.00","15.10","Japan","Tokyo Stock Exchange","JPY"
"FCF","FIRST COMMONWEALTH FINANCIAL CORP","Financials","Equity","267,685.75","0.01","267,685.75","16,825.00","15.91","United States","New York Stock Exchange Inc.","USD"
"200","MELCO INTERNATIONAL DEVELOPMENT LT","Consumer Discretionary","Equity","267,592.81","0.01","267,592.81","208,000.00","1.29","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"STBA","S AND T BANCORP INC","Financials","Equity","267,031.38","0.01","267,031.38","8,257.00","32.34","United States","NASDAQ","USD"
"3933","THE UNITED LABORATORIES INTERNATIO","Health Care","Equity","266,968.84","0.01","266,968.84","396,813.00","0.67","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"1310","HKBN LTD","Communication","Equity","266,624.68","0.01","266,624.68","213,644.00","1.25","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"6641","NISSIN ELECTRIC LTD","Industrials","Equity","266,192.88","0.01","266,192.88","21,100.00","12.62","Japan","Tokyo Stock Exchange","JPY"
"7965","ZOJIRUSHI CORP","Consumer Discretionary","Equity","266,332.47","0.01","266,332.47","18,600.00","14.32","Japan","Tokyo Stock Exchange","JPY"
"SEK","SEK CASH","Cash and/or Derivatives","Cash","266,326.47","0.01","266,326.47","2,307,945.00","11.54","Sweden","-","SEK"
"AMPH","AMPHASTAR PHARMACEUTICALS INC","Health Care","Equity","265,834.35","0.01","265,834.35","12,569.00","21.15","United States","NASDAQ","USD"
"CEC","CECONOMY AG","Consumer Discretionary","Equity","265,536.97","0.01","265,536.97","56,781.00","4.68","Germany","Xetra","EUR"
"PAAL B","PER AARSLEFF HOLDING CLASS B","Industrials","Equity","265,041.85","0.01","265,041.85","5,891.00","44.99","Denmark","Omx Nordic Exchange Copenhagen A/S","DKK"
"NVG","THE NAVIGATOR COMPANY SA","Materials","Equity","264,986.43","0.01","264,986.43","69,713.00","3.80","Portugal","Nyse Euronext - Euronext Lisbon","EUR"
"AR4","AURELIUS","Financials","Equity","264,641.04","0.01","264,641.04","7,972.00","33.20","Germany","Xetra","EUR"
"8097","SAN AI OIL LTD","Energy","Equity","263,907.64","0.01","263,907.64","22,300.00","11.83","Japan","Tokyo Stock Exchange","JPY"
"SIA","SIENNA SENIOR LIVING INC","Health Care","Equity","263,617.79","0.01","263,617.79","22,468.00","11.73","Canada","Toronto Stock Exchange","CAD"
"KCO","KLOECKNER & CO","Industrials","Equity","263,767.23","0.01","263,767.23","20,951.00","12.59","Germany","Xetra","EUR"
"GEO","GEO GROUP REIT INC","Real Estate","Equity","263,487.40","0.01","263,487.40","28,765.00","9.16","United States","New York Stock Exchange Inc.","USD"
"LNA","LNA SANTE SA","Health Care","Equity","263,361.06","0.01","263,361.06","4,582.00","57.48","France","Nyse Euronext - Euronext Paris","EUR"
"MRN","MERSEN SA","Industrials","Equity","262,121.32","0.01","262,121.32","6,793.00","38.59","France","Nyse Euronext - Euronext Paris","EUR"
"GOR","GOLD ROAD RESOURCES LTD","Materials","Equity","261,557.57","0.01","261,557.57","241,786.00","1.08","Australia","Asx - All Markets","AUD"
"2778","CHAMPION REAL ESTATE INVESTMENT TR","Real Estate","Equity","261,337.56","0.01","261,337.56","494,039.00","0.53","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"CKF","COLLINS FOODS LTD","Consumer Discretionary","Equity","261,046.54","0.01","261,046.54","27,287.00","9.57","Australia","Asx - All Markets","AUD"
"NWO","NEW WORK N","Communication","Equity","260,907.85","0.01","260,907.85","1,056.00","247.07","Germany","Xetra","EUR"
"RWAY","RAI WAY SPA","Communication","Equity","260,408.51","0.01","260,408.51","41,789.00","6.23","Italy","Borsa Italiana","EUR"
"FTK","FLATEXDEGIRO N AG","Financials","Equity","260,059.16","0.01","260,059.16","12,684.00","20.50","Germany","Xetra","EUR"
"O32","OLAM INTERNATIONAL LTD","Consumer Staples","Equity","260,219.85","0.01","260,219.85","208,045.00","1.25","Singapore","Singapore Exchange","SGD"
"6055","JAPAN MATERIAL LTD","Information Technology","Equity","260,244.94","0.01","260,244.94","19,100.00","13.63","Japan","Tokyo Stock Exchange","JPY"
"NOBI","NOBIA","Consumer Discretionary","Equity","259,023.96","0.01","259,023.96","40,961.00","6.32","Sweden","Nasdaq Omx Nordic","SEK"
"DBD","DIEBOLD NIXDORF INC","Information Technology","Equity","258,218.00","0.01","258,218.00","27,470.00","9.40","United States","New York Stock Exchange Inc.","USD"
"3863","NIPPON PAPER INDUSTRIES LTD","Materials","Equity","257,890.35","0.01","257,890.35","25,000.00","10.32","Japan","Tokyo Stock Exchange","JPY"
"KLR","KELLER GROUP PLC","Industrials","Equity","257,717.39","0.01","257,717.39","20,701.00","12.45","United Kingdom","London Stock Exchange","GBP"
"1196","REALORD GROUP HOLDINGS LTD","Industrials","Equity","257,546.50","0.01","257,546.50","200,191.00","1.29","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"4812","INFORMATION SERVICES INTERNATIONAL","Information Technology","Equity","257,591.85","0.01","257,591.85","7,400.00","34.81","Japan","Tokyo Stock Exchange","JPY"
"1950","NIPPON DENSETSU KOGYO LTD","Industrials","Equity","257,460.16","0.01","257,460.16","17,200.00","14.97","Japan","Tokyo Stock Exchange","JPY"
"RESURS","RESURS HOLDING","Financials","Equity","257,498.51","0.01","257,498.51","50,807.00","5.07","Sweden","Nasdaq Omx Nordic","SEK"
"AGEN","AGENUS INC","Health Care","Equity","257,024.47","0.01","257,024.47","59,359.00","4.33","United States","NASDAQ","USD"
"NTGR","NETGEAR INC","Information Technology","Equity","257,176.08","0.01","257,176.08","9,198.00","27.96","United States","NASDAQ","USD"
"TL5","MEDIASET ESPANA COMUNICACION SA","Communication","Equity","257,007.22","0.01","257,007.22","47,984.00","5.36","Spain","Bolsa De Madrid","EUR"
"VPG","VISHAY PRECISION GROUP INC","Information Technology","Equity","256,864.28","0.01","256,864.28","6,781.00","37.88","United States","New York Stock Exchange Inc.","USD"
"GBIO","GENERATION BIO","Health Care","Equity","256,638.32","0.01","256,638.32","12,392.00","20.71","United States","NASDAQ","USD"
"8336","MUSASHINO BANK LTD","Financials","Equity","256,563.80","0.01","256,563.80","17,100.00","15.00","Japan","Tokyo Stock Exchange","JPY"
"ECVT","ECOVYST INC","Materials","Equity","256,255.59","0.01","256,255.59","20,067.00","12.77","United States","New York Stock Exchange Inc.","USD"
"3468","STAR ASIA INVESTMENT REIT CORP","Real Estate","Equity","256,087.09","0.01","256,087.09","472.00","542.56","Japan","Tokyo Stock Exchange","JPY"
"3433","TOCALO LTD","Industrials","Equity","255,905.36","0.01","255,905.36","21,900.00","11.69","Japan","Tokyo Stock Exchange","JPY"
"RC","READY CAPITAL CORP","Financials","Equity","255,710.56","0.01","255,710.56","15,952.00","16.03","United States","New York Stock Exchange Inc.","USD"
"YPSN","YPSOMED HOLDING AG","Health Care","Equity","255,670.83","0.01","255,670.83","1,322.00","193.40","Switzerland","SIX Swiss Exchange","CHF"
"KAMBI","KAMBI GROUP PLC","Consumer Discretionary","Equity","255,372.87","0.01","255,372.87","9,749.00","26.19","Sweden","Nasdaq Omx Nordic","SEK"
"PNTG","PENNANT GROUP INC","Health Care","Equity","255,242.16","0.01","255,242.16","9,986.00","25.56","United States","NASDAQ","USD"
"WUW","WUESTENROT & WUERTTEMBERGISCHE AG","Financials","Equity","255,238.99","0.01","255,238.99","12,338.00","20.69","Germany","Xetra","EUR"
"HOME","NEINOR HOMES SA","Consumer Discretionary","Equity","255,247.01","0.01","255,247.01","18,716.00","13.64","Spain","Bolsa De Madrid","EUR"
"AGR","AGRANA BETEILIGUNGS AG","Consumer Staples","Equity","255,159.54","0.01","255,159.54","12,105.00","21.08","Austria","Wiener Boerse Ag","EUR"
"CJT","CARGOJET INC","Industrials","Equity","255,085.39","0.01","255,085.39","1,745.00","146.18","Canada","Toronto Stock Exchange","CAD"
"BTRS","BTRS HOLDINGS INC CLASS","Information Technology","Equity","254,973.08","0.01","254,973.08","28,778.00","8.86","United States","NASDAQ","USD"
"4714","RISO KYOIKU LTD","Consumer Discretionary","Equity","254,754.40","0.01","254,754.40","65,800.00","3.87","Japan","Tokyo Stock Exchange","JPY"
"8370","THE KIYO BANK LTD","Financials","Equity","254,485.76","0.01","254,485.76","19,800.00","12.85","Japan","Tokyo Stock Exchange","JPY"
"9509","HOKKAIDO ELECTRIC POWER INC","Utilities","Equity","254,691.19","0.01","254,691.19","63,900.00","3.99","Japan","Tokyo Stock Exchange","JPY"
"CGO","COGECO INC","Communication","Equity","254,492.33","0.01","254,492.33","3,757.00","67.74","Canada","Toronto Stock Exchange","CAD"
"BONAV B","BONAVA CLASS B","Consumer Discretionary","Equity","254,449.68","0.01","254,449.68","25,972.00","9.80","Sweden","Nasdaq Omx Nordic","SEK"
"DCO","DUCOMMUN INC","Industrials","Equity","254,390.12","0.01","254,390.12","4,894.00","51.98","United States","New York Stock Exchange Inc.","USD"
"EUA","EURASIA MINING PLC","Materials","Equity","254,203.91","0.01","254,203.91","709,284.00","0.36","United Kingdom","London Stock Exchange","GBP"
"6197","SOLASTO CORP","Health Care","Equity","253,779.90","0.01","253,779.90","21,800.00","11.64","Japan","Tokyo Stock Exchange","JPY"
"2471","S-POOL INC","Industrials","Equity","253,467.36","0.01","253,467.36","23,900.00","10.61","Japan","Tokyo Stock Exchange","JPY"
"CVI","CVR ENERGY INC","Energy","Equity","253,561.70","0.01","253,561.70","14,126.00","17.95","United States","New York Stock Exchange Inc.","USD"
"CAS","CASCADES INC","Materials","Equity","253,257.52","0.01","253,257.52","21,585.00","11.73","Canada","Toronto Stock Exchange","CAD"
"ARBN","ARBONIA AG","Industrials","Equity","253,266.25","0.01","253,266.25","11,024.00","22.97","Switzerland","SIX Swiss Exchange","CHF"
"DRQ","DRIL QUIP INC","Energy","Equity","253,265.17","0.01","253,265.17","11,623.00","21.79","United States","New York Stock Exchange Inc.","USD"
"DENN","DENNYS CORP","Consumer Discretionary","Equity","253,360.00","0.01","253,360.00","15,835.00","16.00","United States","NASDAQ","USD"
"BMTC","BRYN MAWR BANK CORP","Financials","Equity","252,995.12","0.01","252,995.12","5,138.00","49.24","United States","NASDAQ","USD"
"6914","OPTEX GROUP LTD","Information Technology","Equity","252,842.28","0.01","252,842.28","19,200.00","13.17","Japan","Tokyo Stock Exchange","JPY"
"CCF","CHASE CORP","Materials","Equity","252,569.86","0.01","252,569.86","2,374.00","106.39","United States","Nyse Mkt Llc","USD"
"HSN","HANSEN TECHNOLOGIES LTD","Information Technology","Equity","252,517.52","0.01","252,517.52","52,629.00","4.80","Australia","Asx - All Markets","AUD"
"HLAN","HILAN LTD","Information Technology","Equity","252,688.72","0.01","252,688.72","4,133.00","61.14","Israel","Tel Aviv Stock Exchange","ILS"
"CCSI","CONSENSUS CLOUD SOLUTIONS INC WHEN","Information Technology","Equity","252,291.20","0.01","252,291.20","3,920.00","64.36","United States","NASDAQ","USD"
"DNORD","DAMPSKIBSSELSKABET NORDEN","Industrials","Equity","251,866.00","0.01","251,866.00","10,101.00","24.93","Denmark","Omx Nordic Exchange Copenhagen A/S","DKK"
"CGX","CINEPLEX INC","Communication","Equity","251,711.70","0.01","251,711.70","20,951.00","12.01","Canada","Toronto Stock Exchange","CAD"
"CTY1S","CITYCON","Real Estate","Equity","251,439.70","0.01","251,439.70","30,854.00","8.15","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"BRKL","BROOKLINE BANCORP INC","Financials","Equity","251,585.00","0.01","251,585.00","15,020.00","16.75","United States","NASDAQ","USD"
"MGNX","MACROGENICS INC","Health Care","Equity","251,430.00","0.01","251,430.00","12,325.00","20.40","United States","NASDAQ","USD"
"AAN","AARONS COMPANY INC","Consumer Discretionary","Equity","251,213.82","0.01","251,213.82","9,614.00","26.13","United States","New York Stock Exchange Inc.","USD"
"CUV","CLINUVEL PHARMACEUTICALS LTD","Health Care","Equity","251,065.03","0.01","251,065.03","10,569.00","23.75","Australia","Asx - All Markets","AUD"
"PSG","PROSEGUR COMPANIA DE SEGURIDAD SA","Industrials","Equity","250,889.06","0.01","250,889.06","86,917.00","2.89","Spain","Bolsa De Madrid","EUR"
