iShares Russell 3000 ETF
Fund Holdings as of,"Nov 09, 2021"
Inception Date,"May 22, 2000"
Shares Outstanding,"45,850,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"NOC","NORTHROP GRUMMAN CORP","Industrials","Equity","14,637,665.12","0.11","14,637,665.12","40,156.00","364.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZM","ZOOM VIDEO COMMUNICATIONS INC CLAS","Information Technology","Equity","14,608,385.60","0.11","14,608,385.60","56,534.00","258.40","United States","NASDAQ","USD","1.00","USD","-"
"JCI","JOHNSON CONTROLS INTERNATIONAL PLC","Industrials","Equity","14,501,013.39","0.11","14,501,013.39","189,779.00","76.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SPG","SIMON PROPERTY GROUP REIT INC","Real Estate","Equity","14,446,682.46","0.11","14,446,682.46","86,254.00","167.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LULU","LULULEMON ATHLETICA INC","Consumer Discretionary","Equity","14,189,021.76","0.11","14,189,021.76","30,174.00","470.24","United States","NASDAQ","USD","1.00","USD","-"
"IDXX","IDEXX LABORATORIES INC","Health Care","Equity","14,087,243.62","0.11","14,087,243.62","22,387.00","629.26","United States","NASDAQ","USD","1.00","USD","-"
"NET","CLOUDFLARE INC CLASS A","Information Technology","Equity","14,036,992.20","0.11","14,036,992.20","68,607.00","204.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXC","EXELON CORP","Utilities","Equity","13,998,059.28","0.11","13,998,059.28","258,792.00","54.09","United States","NASDAQ","USD","1.00","USD","-"
"SNPS","SYNOPSYS INC","Information Technology","Equity","13,986,469.86","0.11","13,986,469.86","40,161.00","348.26","United States","NASDAQ","USD","1.00","USD","-"
"DOCU","DOCUSIGN INC","Information Technology","Equity","13,910,393.84","0.11","13,910,393.84","50,552.00","275.17","United States","NASDAQ","USD","1.00","USD","-"
"MSCI","MSCI INC","Financials","Equity","13,888,092.68","0.11","13,888,092.68","21,274.00","652.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DG","DOLLAR GENERAL CORP","Consumer Discretionary","Equity","13,776,222.24","0.11","13,776,222.24","62,568.00","220.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TWLO","TWILIO INC CLASS A","Information Technology","Equity","13,737,527.40","0.11","13,737,527.40","44,229.00","310.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ATVI","ACTIVISION BLIZZARD INC","Communication","Equity","13,706,382.80","0.11","13,706,382.80","204,268.00","67.10","United States","NASDAQ","USD","1.00","USD","-"
"ROP","ROPER TECHNOLOGIES INC","Industrials","Equity","13,558,272.90","0.11","13,558,272.90","27,705.00","489.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMG","CHIPOTLE MEXICAN GRILL INC","Consumer Discretionary","Equity","13,470,187.80","0.11","13,470,187.80","7,422.00","1,814.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AIG","AMERICAN INTERNATIONAL GROUP INC","Financials","Equity","13,374,716.16","0.11","13,374,716.16","227,616.00","58.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GD","GENERAL DYNAMICS CORP","Industrials","Equity","13,368,168.96","0.11","13,368,168.96","65,892.00","202.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XLNX","XILINX INC","Information Technology","Equity","13,363,950.00","0.10","13,363,950.00","65,190.00","205.00","United States","NASDAQ","USD","1.00","USD","-"
"CDNS","CADENCE DESIGN SYSTEMS INC","Information Technology","Equity","13,272,523.86","0.10","13,272,523.86","72,778.00","182.37","United States","NASDAQ","USD","1.00","USD","-"
"VRTX","VERTEX PHARMACEUTICALS INC","Health Care","Equity","13,185,974.36","0.10","13,185,974.36","69,004.00","191.09","United States","NASDAQ","USD","1.00","USD","-"
"TROW","T ROWE PRICE GROUP INC","Financials","Equity","13,107,551.52","0.10","13,107,551.52","59,672.00","219.66","United States","NASDAQ","USD","1.00","USD","-"
"PSA","PUBLIC STORAGE REIT","Real Estate","Equity","13,006,500.00","0.10","13,006,500.00","40,020.00","325.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PANW","PALO ALTO NETWORKS INC","Information Technology","Equity","12,989,873.60","0.10","12,989,873.60","25,355.00","512.32","United States","NASDAQ","USD","1.00","USD","-"
"A","AGILENT TECHNOLOGIES INC","Health Care","Equity","12,873,015.12","0.10","12,873,015.12","80,552.00","159.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IQV","IQVIA HOLDINGS INC","Health Care","Equity","12,783,382.40","0.10","12,783,382.40","50,768.00","251.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EBAY","EBAY INC","Consumer Discretionary","Equity","12,771,412.80","0.10","12,771,412.80","172,680.00","73.96","United States","NASDAQ","USD","1.00","USD","-"
"APH","AMPHENOL CORP CLASS A","Information Technology","Equity","12,735,941.01","0.10","12,735,941.01","154,769.00","82.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CARR","CARRIER GLOBAL CORP","Industrials","Equity","12,612,493.53","0.10","12,612,493.53","230,113.00","54.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SLB","SCHLUMBERGER NV","Energy","Equity","12,599,571.84","0.10","12,599,571.84","369,056.00","34.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INFO","IHS MARKIT LTD","Industrials","Equity","12,543,425.02","0.10","12,543,425.02","99,134.00","126.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FTNT","FORTINET INC","Information Technology","Equity","12,382,205.38","0.10","12,382,205.38","35,473.00","349.06","United States","NASDAQ","USD","1.00","USD","-"
"BK","BANK OF NEW YORK MELLON CORP","Financials","Equity","12,306,310.66","0.10","12,306,310.66","210,077.00","58.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APTV","APTIV PLC","Consumer Discretionary","Equity","12,287,280.21","0.10","12,287,280.21","71,243.00","172.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MET","METLIFE INC","Financials","Equity","12,135,578.40","0.10","12,135,578.40","192,720.00","62.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DDOG","DATADOG INC CLASS A","Information Technology","Equity","12,122,051.76","0.10","12,122,051.76","61,671.00","196.56","United States","NASDAQ","USD","1.00","USD","-"
"NEM","NEWMONT","Materials","Equity","12,036,448.00","0.09","12,036,448.00","212,096.00","56.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LHX","L3HARRIS TECHNOLOGIES INC","Industrials","Equity","11,960,497.28","0.09","11,960,497.28","53,224.00","224.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TT","TRANE TECHNOLOGIES PLC","Industrials","Equity","11,920,170.60","0.09","11,920,170.60","62,890.00","189.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Consumer Discretionary","Equity","11,904,632.50","0.09","11,904,632.50","72,250.00","164.77","United States","NASDAQ","USD","1.00","USD","-"
"MCHP","MICROCHIP TECHNOLOGY INC","Information Technology","Equity","11,852,253.12","0.09","11,852,253.12","142,936.00","82.92","United States","NASDAQ","USD","1.00","USD","-"
"KKR","KKR AND CO INC","Financials","Equity","11,793,138.30","0.09","11,793,138.30","148,062.00","79.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KMB","KIMBERLY CLARK CORP","Consumer Staples","Equity","11,788,145.24","0.09","11,788,145.24","88,994.00","132.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DLR","DIGITAL REALTY TRUST REIT INC","Real Estate","Equity","11,654,244.00","0.09","11,654,244.00","74,160.00","157.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOW","DOW INC","Materials","Equity","11,652,530.74","0.09","11,652,530.74","198,206.00","58.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ORLY","OREILLY AUTOMOTIVE INC","Consumer Discretionary","Equity","11,650,305.70","0.09","11,650,305.70","18,106.00","643.45","United States","NASDAQ","USD","1.00","USD","Jan 01, 1970"
"VEEV","VEEVA SYSTEMS INC CLASS A","Health Care","Equity","11,646,154.56","0.09","11,646,154.56","36,384.00","320.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNC","CENTENE CORP","Health Care","Equity","11,462,016.69","0.09","11,462,016.69","153,297.00","74.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTCH","MATCH GROUP INC","Communication","Equity","11,418,127.74","0.09","11,418,127.74","73,386.00","155.59","United States","NASDAQ","USD","1.00","USD","-"
"MPC","MARATHON PETROLEUM CORP","Energy","Equity","11,367,122.90","0.09","11,367,122.90","169,330.00","67.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SIVB","SVB FINANCIAL GROUP","Financials","Equity","11,281,815.51","0.09","11,281,815.51","15,033.00","750.47","United States","NASDAQ","USD","1.00","USD","-"
"DD","DUPONT DE NEMOURS INC","Materials","Equity","11,236,663.80","0.09","11,236,663.80","138,690.00","81.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PH","PARKER-HANNIFIN CORP","Industrials","Equity","11,221,858.50","0.09","11,221,858.50","34,050.00","329.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS COR","Information Technology","Equity","11,214,881.98","0.09","11,214,881.98","139,298.00","80.51","United States","NASDAQ","USD","1.00","USD","-"
"PRU","PRUDENTIAL FINANCIAL INC","Financials","Equity","11,202,217.52","0.09","11,202,217.52","102,622.00","109.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROST","ROSS STORES INC","Consumer Discretionary","Equity","11,101,651.60","0.09","11,101,651.60","93,080.00","119.27","United States","NASDAQ","USD","1.00","USD","-"
"TWTR","TWITTER INC","Communication","Equity","11,096,245.80","0.09","11,096,245.80","206,634.00","53.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TTD","TRADE DESK INC CLASS A","Information Technology","Equity","11,046,220.57","0.09","11,046,220.57","113,773.00","97.09","United States","NASDAQ","USD","1.00","USD","-"
"AEP","AMERICAN ELECTRIC POWER INC","Utilities","Equity","11,033,524.80","0.09","11,033,524.80","132,870.00","83.04","United States","NASDAQ","USD","1.00","USD","-"
"MSI","MOTOROLA SOLUTIONS INC","Information Technology","Equity","10,960,203.63","0.09","10,960,203.63","43,941.00","249.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HLT","HILTON WORLDWIDE HOLDINGS INC","Consumer Discretionary","Equity","10,748,058.62","0.08","10,748,058.62","72,397.00","148.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PXD","PIONEER NATURAL RESOURCE","Energy","Equity","10,714,161.94","0.08","10,714,161.94","57,191.00","187.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AZO","AUTOZONE INC","Consumer Discretionary","Equity","10,668,228.08","0.08","10,668,228.08","5,716.00","1,866.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SRE","SEMPRA","Utilities","Equity","10,624,347.24","0.08","10,624,347.24","84,954.00","125.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BIIB","BIOGEN INC","Health Care","Equity","10,608,398.58","0.08","10,608,398.58","39,286.00","270.03","United States","NASDAQ","USD","1.00","USD","-"
"PAYX","PAYCHEX INC","Information Technology","Equity","10,528,691.40","0.08","10,528,691.40","85,620.00","122.97","United States","NASDAQ","USD","1.00","USD","-"
"TRV","TRAVELERS COMPANIES INC","Financials","Equity","10,483,154.80","0.08","10,483,154.80","66,602.00","157.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EA","ELECTRONIC ARTS INC","Communication","Equity","10,465,937.51","0.08","10,465,937.51","74,869.00","139.79","United States","NASDAQ","USD","1.00","USD","-"
"BAX","BAXTER INTERNATIONAL INC","Health Care","Equity","10,428,971.70","0.08","10,428,971.70","134,221.00","77.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PLTR","PALANTIR TECHNOLOGIES INC CLASS A","Information Technology","Equity","10,426,699.75","0.08","10,426,699.75","429,967.00","24.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FRC","FIRST REPUBLIC BANK","Financials","Equity","10,371,862.12","0.08","10,371,862.12","47,291.00","219.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROK","ROCKWELL AUTOMATION INC","Industrials","Equity","10,334,355.60","0.08","10,334,355.60","30,790.00","335.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GPN","GLOBAL PAYMENTS INC","Information Technology","Equity","10,318,918.62","0.08","10,318,918.62","77,691.00","132.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"O","REALTY INCOME REIT CORP","Real Estate","Equity","10,317,725.92","0.08","10,317,725.92","145,402.00","70.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SYY","SYSCO CORP","Consumer Staples","Equity","10,285,991.60","0.08","10,285,991.60","129,221.00","79.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EPAM","EPAM SYSTEMS INC","Information Technology","Equity","10,268,585.60","0.08","10,268,585.60","14,320.00","717.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GIS","GENERAL MILLS INC","Consumer Staples","Equity","10,223,559.14","0.08","10,223,559.14","161,842.00","63.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HPQ","HP INC","Information Technology","Equity","10,142,095.95","0.08","10,142,095.95","319,235.00","31.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTAS","CINTAS CORP","Industrials","Equity","10,137,676.95","0.08","10,137,676.95","23,201.00","436.95","United States","NASDAQ","USD","1.00","USD","-"
"SPOT","SPOTIFY TECHNOLOGY SA","Communication","Equity","10,128,381.25","0.08","10,128,381.25","36,335.00","278.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IFF","INTERNATIONAL FLAVORS & FRAGRANCES","Materials","Equity","10,124,753.76","0.08","10,124,753.76","66,123.00","153.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PPG","PPG INDUSTRIES INC","Materials","Equity","10,061,886.90","0.08","10,061,886.90","62,322.00","161.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HUBS","HUBSPOT INC","Information Technology","Equity","10,053,333.36","0.08","10,053,333.36","11,823.00","850.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SBAC","SBA COMMUNICATIONS REIT CORP CLASS","Real Estate","Equity","9,971,841.10","0.08","9,971,841.10","28,535.00","349.46","United States","NASDAQ","USD","1.00","USD","-"
"RMD","RESMED INC","Health Care","Equity","9,956,044.15","0.08","9,956,044.15","38,051.00","261.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"YUM","YUM BRANDS INC","Consumer Discretionary","Equity","9,916,262.58","0.08","9,916,262.58","78,582.00","126.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AFL","AFLAC INC","Financials","Equity","9,874,719.96","0.08","9,874,719.96","175,457.00","56.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WELL","WELLTOWER INC","Real Estate","Equity","9,587,162.25","0.08","9,587,162.25","112,275.00","85.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ODFL","OLD DOMINION FREIGHT LINE INC","Industrials","Equity","9,516,105.66","0.07","9,516,105.66","27,039.00","351.94","United States","NASDAQ","USD","1.00","USD","-"
"ADM","ARCHER DANIELS MIDLAND","Consumer Staples","Equity","9,500,267.93","0.07","9,500,267.93","147,451.00","64.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MDB","MONGODB INC CLASS A","Information Technology","Equity","9,490,750.35","0.07","9,490,750.35","16,455.00","576.77","United States","NASDAQ","USD","1.00","USD","-"
"OTIS","OTIS WORLDWIDE CORP","Industrials","Equity","9,456,895.08","0.07","9,456,895.08","113,202.00","83.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTD","METTLER TOLEDO INC","Health Care","Equity","9,435,395.58","0.07","9,435,395.58","6,058.00","1,557.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TDG","TRANSDIGM GROUP INC","Industrials","Equity","9,390,665.00","0.07","9,390,665.00","13,709.00","685.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTVA","CORTEVA INC","Materials","Equity","9,382,332.30","0.07","9,382,332.30","196,078.00","47.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STZ","CONSTELLATION BRANDS INC CLASS A","Consumer Staples","Equity","9,358,527.36","0.07","9,358,527.36","42,224.00","221.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ANSS","ANSYS INC","Information Technology","Equity","9,359,232.38","0.07","9,359,232.38","23,054.00","405.97","United States","NASDAQ","USD","1.00","USD","-"
"CBRE","CBRE GROUP INC CLASS A","Real Estate","Equity","9,349,373.70","0.07","9,349,373.70","88,185.00","106.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WBA","WALGREEN BOOTS ALLIANCE INC","Consumer Staples","Equity","9,334,548.30","0.07","9,334,548.30","190,113.00","49.10","United States","NASDAQ","USD","1.00","USD","-"
"STT","STATE STREET CORP","Financials","Equity","9,308,668.05","0.07","9,308,668.05","96,935.00","96.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
